sen1_origin_id,sentence1,sen1_paraphrase0,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task,sen3_origin_id,sentence3,sen3_paraphrase0,sen3_task,sen4_origin_id,sentence4,sen4_paraphrase0,sen4_task
RTE3_dev.column_s2_528,Gamma rays are forms of electromagnetic radiation .,Gamma radiations are forms of electromagnetic radiation.,QA,RTE3_dev.column_s2_187,Wehkamp cost 390 m .,Wehkamp cost 390 million.,IE,RTE1_dev.column_s2_585,Vitas Gerulaitis died of carbon monoxide poisoning .,Vitas Gerulaitis died from Carbon Monoxide poisoning.,QA,RTE3_dev.column_s2_780,Full English is recommended by New Zealand 's Qualifications Authority .,Full English is recommended by New Zealand's Qualifications Authority.,SUM
RTE3_dev.column_s2_360,Russians hold record for longest stay in space .,Russians have held record for longest stay in space.,IR,RTE3_dev.column_s2_371,Peru debates border region with Ecuador .,Peru debates border regions with Ecuador.,IR,RTE3_dev.column_s2_175,The Tokyo Stock Exchange was closed down by computer system failure .,The Tokyo Stock Exchange was closed due to computer system failure.,IE,RTE3_dev.column_s2_246,Domestic fires are a major cause of unintentional injury in the home .,Domestic fires are a major cause of home injury.,IR
RTE3_dev.column_s2_298,Hubble discovers black holes .,Hubble discovered black holes.,IR,RTE3_dev.column_s2_376,Italian royal family returns home .,Returns of the Italian royal family home.,IR,RTE3_dev.column_s2_233,Parliamentary elections create new government in France .,New government was created in France through parliamentary elections.,IR,RTE3_dev.column_s2_199,Zoe died in a boating accident .,Zoe died in a boat accident in a Florida ship.,IE
RTE3_dev.column_s2_227,A woman succeeds in climbing Everest solo .,A woman in climbing Everest solo succeeded.,IR,RTE3_dev.column_s2_230,Castro visits the UN .,Castro visits the United Nations.,IR,RTE1_dev.column_s2_623,Radovan Karadzic is the leader of Bosnia .,Radovan Karadzic is Bosnia's leader.,QA,RTE3_dev.column_s2_226,A spelling reform was approved in all German speaking countries .,A spelling reform in all German speaking countries has been approved.,IR
RTE3_dev.column_s2_177,Tom Online revenues have risen by 38.5 % .,Tom Online revenues have increased 38.5 %.,IE,RTE3_dev.column_s2_202,Glue-sniffing is common among youngsters .,Glue-sniffing is common among young people.,IR,RTE3_dev.column_s2_205,Chernobyl disaster had repercussions outside ex-USSR .,Chernobyl disaster had repercussions outside of the former USSR.,IR,RTE3_dev.column_s2_247,Ebola Epidemic breaks out in Zaire .,Ebola outbreak breaks out in Zaire.,IR
RTE3_dev.column_s2_211,A Sioux ghost shirt was returned by a Scottish museum .,A Sioux ghost shirts were returned by a Scottish museum.,IR,RTE1_dev.column_s2_162,There have been many new subscribers to Vodafone in Japan in the past few months .,Vodafone in Japan has a large number of new subscribers in the last few months.,RC,RTE3_dev.column_s2_336,Baltic Countries join the EU .,Baltic states join the EU.,IR,RTE3_dev.column_s2_454,"In 1945 , an atomic bomb was dropped on Hiroshima .",In 1945 an atomic bomb fell on Hiroshima.,QA
RTE3_dev.column_s2_260,Flooding in Europe causes major economic losses .,"In Europe, floods cause major economic losses.",IR,RTE1_dev.column_s2_232,Breast milk may help fight cervical cancer .,Breast milk may help combat cervical cancer.,RC,RTE3_dev.column_s2_132,Rafael Calderon Fournier has been elected president of Costa Rica .,Rafael Calderon Fournier was elected President of Costa Rica.,IE,RTE1_dev.column_s2_46,Dodgers lose first game ever at Fenway,Los Angeles Dodgers lose their first game at Fenway at Fenway ever lost.,IR
RTE3_dev.column_s2_62,General Dynamics loses $ 374 m .,General Dynamics loses $ 374 million.,IE,RTE3_dev.column_s2_641,Argentina sought UK expertise on privatization and agriculture .,Argentina sought expertise from the UK in the fields of privatization and agriculture.,SUM,RTE3_dev.column_s2_778,Servicemen and women are fighting a war in southern Afghanistan .,"In southern Afghanistan, servicemen and women fight a war.",SUM,RTE3_dev.column_s2_93,Kofi Annan was elected in the January 30 ballot .,Kofi Annan was elected in the election on 30 January.,IE
RTE1_dev.column_s2_69,Anorexia becomes common in males .,Anorexia become common in males.,IR,RTE3_dev.column_s2_779,Begum was not able to feed herself .,Begum was unable to feed herself.,SUM,RTE3_dev.column_s2_71,Hugo Chvez acts as Venezuela 's president .,Hugo Chvez acts as Venezuela's president.,IE,RTE3_dev.column_s2_613,The biggest art theft in US history was the theft of a dozen works from Boston 's Gardner Museum .,The biggest art theft in the US history was the theft of a dozen paintings from Boston's Gardner Museum.,SUM
RTE1_dev.column_s2_65,Coal stocks rise .,Stocks of coal rise.,IR,RTE1_dev.column_s2_684,Warsaw remained Poland 's capital after the war .,Warsaw remained Poland's capital after the war.,CD,RTE1_dev.column_s2_62,Green card is now difficult to receive .,Green card is now hard to receive.,IR,RTE3_dev.column_s2_124,Parmalat costs 14.3 billion euros .,Parmalat costs € 14.3 billion.,IE
RTE3_dev.column_s2_398,Greenhouse effect changes global climate .,Climate change in the global climate changes because of greenhouse effect changes.,IR,RTE3_dev.column_s2_238,People were killed in Tamil suicide attacks .,Tamil suicide attacks killed people.,IR,RTE3_dev.column_s2_48,Dr Fiona Wood has invented a treatment for burns victims .,Fiona Wood has invented a treatment for the victims of burns.,IE,RTE3_dev.column_s2_643,President Clinton thinks that industrial espionage is a threat to America 's well being .,President Clinton thinks industrial espionage is a threat to America's well being.,SUM
RTE1_dev.column_s2_231,Over 2 million people died of AIDS last year .,"Last year, more than 2 million people died of AIDS.",RC,RTE1_dev.column_s2_581,Larry Lawrence is the head of the U.S. Embassy in Switzerland .,Larry Lawrence is the head of the United States Embassy in Switzerland.,QA,RTE3_dev.column_s2_169,The pet passport contains the complete vaccination history of pets .,Pet passport includes the complete vaccination history of the pet.,IE,RTE3_dev.column_s2_700,Cameroon honey gatherers use cyanide to stun bees .,Honey-collecters in Cameroon use cyanide to stun bees.,SUM
RTE3_dev.column_s2_17,Allen introduced a new technique of creating realistic scenery .,Allen introduced a new technique to create realistic scenes.,IE,RTE3_dev.column_s2_26,Brazil is part of the United Nations .,Brazil is a member of the United Nations.,IE,RTE2_dev.column_s2_247,"9,000 settlers are employed by Israel .","Israel employs 9,000 settlers.",IE,RTE3_dev.column_s2_5,30 die in a bus collision in Uganda .,Thirty-three died in a bus crash in Uganda.,IE
RTE2_dev.column_s2_760,The international community agreed to release stocks from reserves to help avert a fuel crisis threatening the U.S .,"The international community agreed to release stocks from reserves to help offset a fuel crisis, which threatens the U.S.",SUM,RTE2_dev.column_s2_664,10 foreign nationals were a threat to Britian 's national security .,10 foreign nationals were a threat to British national security.,SUM,RTE2_dev.column_s2_783,Bowles will take the title of Princess Consort .,Bowles takes the title of Princess Consort.,SUM,RTE3_dev.column_s2_535,Titan is the fifteenth of Saturn 's known satellites .,Titan is the fifteenth of Saturn's known satellites.,QA
RTE3_dev.column_s2_111,Moussaoui participated in the Sept. 11 attacks .,Moussaoui participated in the attacks on 11 September.,IE,RTE3_dev.column_s2_137,Romano Prodi wins Italian primaries .,Romano Prodi won Italian primaries.,IE,RTE1_dev.column_s2_561,The capital of Somalia is Mogadishu .,Somalia's capital is Mogadishu.,QA,RTE2_dev.column_s2_616,India and Pakistan have decided to free hundreds of civilian prisoners in each others jails .,"In both India and Pakistan, hundreds of civilian prisoners have decided to liberate in each other's prisons.",SUM
RTE3_dev.column_s2_191,Wilkins departed Milan in 1987 .,Wilkins left Milan in 1987.,IE,RTE2_dev.column_s2_118,"Aged just 14 , Moog built his first electronic instrument , a theremin .","Moog built his first electronic instrument, a Theremin, at 14 years old.",SUM,RTE2_dev.column_s2_758,"The Senate Judiciary Committee , on Thursday , approved Judge John Roberts ' nomination as the next Supreme Court Chief Justice , virtually assuring his confirmation by the Senate next week .","The Senate Judiciary Committee has approved the nominee of Judge John Roberts as the next Supreme Court Chief Justice on Thursday, nearly guaranteeing his confirmation by the Senate next week.",SUM,RTE1_dev.column_s2_222,Complaints arose in the organisation about users who redirect their modem connections .,Complaints about users who redirect their modem connection came in the organisation.,RC
RTE1_dev.column_s2_64,It takes longer to get green card .,It takes longer to obtain green card.,IR,RTE3_dev.column_s2_18,Aspirin prevents gastrointestinal bleeding .,Aspirin prevents intestinal bleeding.,IE,RTE1_dev.column_s2_8,Crude oil prices rose to $ 37.80 per barrel,Crude oil prices rose to $ 37.80 per barrel (USD 36.80 a barrel).,IR,RTE1_dev.column_s2_125,baby elephant born,Born Elephant Baby born to an elephant,IR
RTE3_dev.column_s2_793,Martin Page was sent on a mission to Afghanistan .,Martin Page was sent on mission in Afghanistan.,SUM,RTE3_dev.column_s2_196,Zarubezhneft trades in oil .,Zarubezhneft trades oil.,IE,RTE3_dev.column_s2_792,There is a Supreme Court decision about the removal of life-support .,There is a Supreme Court decision regarding the elimination of life support.,SUM,RTE3_dev.column_s2_239,Dutch photos of Srebrenica have disappeared .,Dutch photos of Srebrenica disappeared from Dutch.,IR
RTE3_dev.column_s2_20,Blue Mountain Lumber owns Ernslaw One .,Ernslaw One is owned by Blue Mountain Lumber.,IE,RTE3_dev.column_s2_278,Several new political parties emerged .,Several new political parties were formed.,IR,RTE1_dev.column_s2_50,Singapore scientists reveal that SARS virus has undergone genetic changes .,Singapur scientists reveal that the SARS virus has undergone genetic changes.,IR,RTE1_dev.column_s2_59,translator kidnapped in Iraq,Translator kidnapped in Iraq in Iraq was kidnapped by Palestinians.,IR
