sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_paraphrase1,sen2_task
RTE3_dev.column_s2_458,The movie ' Speed ' was directed by Jan De Bont .,The movie'Speed'was directed by Jan De Bont.,The film's track'Speed was directed by Jan De Bont.,QA,RTE3_dev.column_s2_466,The Israel-Egypt Peace Agreement was signed in 1979 .,The 1979 Israel - Egypt Peace Agreement was signed.,The peace agreement between Israel and Egypt was signed in 1979.,QA
RTE3_dev.column_s2_506,Mars is called ' the red planet ' .,Mars is called the'red planet '.,Mars is called'the Red Planet '.,QA,RTE3_dev.column_s2_542,Michel Camdessus is managing director of IMF .,Michel Camdessus is the IMF's managing director.,Michel Camdessus is Director General of the IMF.,QA
RTE1_dev.column_s2_84,African polio outbreak feared,African polio outbreak feared to be averted - African polio outbreak,African polio outbreak fears: African polio epidemic feared.,IR,RTE3_dev.column_s2_380,Dalai Lama and the government of the People 's Republic of China are in dispute over Panchen Lama 's reincarnation .,Dalai Lama and the government of the People's Republic of China are arguing about the reincarnation of the Panchen Lama.,Dalai Lama and the government of the People's Republic of China are in conflict over the reincarnation of Panchen Lama.,IR
RTE3_dev.column_s2_237,Greenhouse effect changes global climate .,Climate change by the Greenhouse Effect changes global climate.,Global climate change changes due to greenhouse effect.,IR,RTE3_dev.column_s2_366,Nobel Peace Prize candidates have been chosen .,Candidates have been selected for the Nobel Peace Prize.,Nobel Peace Prize candidates have been selected.,IR
RTE3_dev.column_s2_55,Europe 's first pyramid has been discovered near Sarajevo .,"Near Sarajevo, Europe's first pyramid has been discovered.","Near Sarajevo, Europe's first pyramid of Europe has been discovered.",IE,RTE3_dev.column_s2_143,Scott Stevens has connections with the Yakuza .,Scott Stevens has connection with the Yakuza.,Scott Stevens has connections to the Yakuza.,IE
RTE3_dev.column_s2_373,Alexander the Great 's Tomb remains undiscovered .,The tomb of Alexander the Great remains undiscovered.,Undiscovered remains the Tomb of Alexander the Great.,IR,RTE3_dev.column_s2_501,Mohammad Khalifa 's father-in-law is Osama Bin Laden .,Osama Bin Laden is the father-in-law of Mohammad Khalifa.,The father-in-law of Mohammad Khalifa is Osama Bin Laden.,QA
RTE3_dev.column_s2_306,A woman succeeds in climbing Everest solo .,A woman solo successful in climbing Everest.,A woman manages to climb Everest solo.,IR,RTE1_dev.column_s2_79,private spaceship launches,Private spaceship launches launch private spaceships,Private spaceship launches launches private spaceships,IR
RTE1_dev.column_s2_97,U.S. Supreme Court in favor of same-sex marriage,The U.S. Supreme Court in favor of same-sex marriage ruled in favor of the U.S. Supreme Court of Appeals in favor of the same-sex marriage,The U.S. Supreme Court has ruled in favor of same-sex marriage.,IR,RTE1_dev.column_s2_626,Kim Il Sung 's son is called Kim Jong Il .,Kim Il Sung's son is called Kim Jong Il.,Kim Jong Il's son is Kim Il Sung.,QA
RTE3_dev.column_s2_606,Police recovered 81 Andy Warhol lithographs .,Andy Warhol lithographs were recovered by police of 81.,81 Andy Warhol lithographs were recovered from the police.,SUM,RTE2_dev.column_s2_365,Missouri 's population is 56 .,Missouri's population is 56.,The population of Missouri is 56.,QA
RTE3_dev.column_s2_362,The number of billionaires increases .,The number of billionaires rises.,The number of billionaires grows.,IR,RTE1_dev.column_s2_150,Ingushetia 's capital is Nazran .,Nazran is the capital of Ingushetia.,The capital of Ingushetia is Nazran.,RC
RTE3_dev.column_s2_305,Italian flight assistants go on strike .,Italian flight assistants go into strike action.,Italian flight assistants going on strike.,IR,RTE3_dev.column_s2_255,Fireworks may cause serious injuries .,Fireworks can cause serious injury.,Fireworks can cause serious injuries.,IR
RTE3_dev.column_s2_277,Barings was Britain 's oldest merchant bank .,Barings was Britain's oldest Merchant Bank.,Barings was the oldest merchant bank in Britain.,IR,RTE3_dev.column_s2_726,Tehran did not cooperate with the U.N. watchdog 's attempts to investigate suspicious aspects of Iran 's nuclear program .,Tehran did not cooperate with the efforts of the U.N. watchdog to investigate suspicious aspects of Iran's nuclear program.,Tehran did not cooperate with efforts by the U.N. watchdog to investigate suspicious aspects of Iran's nuclear program.,SUM
RTE3_dev.column_s2_29,Burns surgeons approve Dr Wood 's spray-on skin .,Burns surgeons approve Dr Wood's skin spray on.,Burns surgeons approve Dr Wood's spray-on skin.,IE,RTE3_dev.column_s2_201,Child labor is widely used in Asia .,Child labour is commonly used in Asia.,Child labor is commonly used in Asia.,IR
RTE3_dev.column_s2_302,50 th Anniversary of Normandy Landings lasts a year .,The 50th anniversary of Normandy Landings lasts a year.,A year lasts to commemorate the 50th anniversary of Normandy Landings.,IR,RTE3_dev.column_s2_517,The French railway company is called SNCF .,The French railway company SNCF is named.,The French Railway Company is known as SNCF.,QA
RTE3_dev.column_s2_359,50 th Anniversary of Normandy Landings lasts a year .,The 50th anniversary of Normandy Landings lasts for a year.,A year languishes in the 50th anniversary of Normandy Landings.,IR,RTE3_dev.column_s2_469,The name of George H.W. Bush 's wife is Barbara .,Barbara is the name of George H.W. Bush's wife.,George H.W. Bush's wife Barbara is George Bush's name.,QA
RTE3_dev.column_s2_407,Elizabeth the Second 's father was George VI .,George VI's father was Elizabeth the Second.,Elizabeth the Second's father was George VI.,QA,RTE3_dev.column_s2_215,Anna Politkovskaya was murdered .,Anna Politkovska was murdered by Anna Politkovskaia.,Anna Politkovskaya was assassinated.,IR
RTE3_dev.column_s2_334,Maternity leave varies in Europe .,"In Europe, mothering leaves differ.",Maternity leave in Europe differs.,IR,RTE3_dev.column_s2_405,Neil Armstrong was the first man who landed on the Moon .,Neil Armstrong was the first person to land on the Moon.,Neil Armstrong was the first man to land on the Moon.,QA
RTE1_dev.column_s2_12,Oracle released a confidential document,Oracle released a confidential document and released it as confidential.,Oracle released a confidential document as Oracle did not keep it confidential.,IR,RTE3_dev.column_s2_746,Democrats won the 2006 elections .,Democratic voters won the 2006 elections.,The Democratic won the 2006 elections.,SUM
RTE3_dev.column_s2_410,The name of George H.W. Bush 's wife is Barbara .,Barbara is George H. W. Bush's wife.,Barbara Bush's wife George H.W. Bush's name is Barbara.,QA,RTE3_dev.column_s2_225,Hunting endangers seal species .,Hunting threatens seal species.,Hunting endangering seal species by endangering them.,IR
RTE3_dev.column_s2_335,Nuclear Power Plant of Sosnovyi Bor suffers an emergency shut down .,Sosnovyi Bor nuclear power plant suffers an emergency shutdown.,Nuclear power plant of Sosnovyi Bor suffers emergency shutdown.,IR,RTE1_dev.column_s2_632,GATT was formed in 1947 .,GATT was founded in 1947.,In 1947 GATT was founded.,QA
RTE3_dev.column_s2_744,Syrian troops have been withdrawn from Lebanon after the murder of Rafik Hariri .,Syrian troops were withdrawn from Lebanon following the death of Rafik Hariri.,Syrian troops have been withdrawn from Lebanon after Rafik Hariri's murder.,SUM,RTE3_dev.column_s2_299,National pension systems currently adopted in Europe are in difficulties .,National pension schemes currently being adopted in Europe are in difficulty.,"National pension systems, which are currently in Europe, are in trouble.",IR
RTE3_dev.column_s2_208,The Chernobyl disaster had repercussions outside the ex-USSR .,The Chernobyl disaster had repercussions outside of the former USSR.,The Chernobyl disaster had consequences outside the ex-USSR.,IR,RTE3_dev.column_s2_33,Chvez is a follower of socialism .,Chvez Chvez is a fan of socialism.,Chvez is a believer in socialism.,IE
