sen1_origin_id,sentence1,sen1_paraphrase0,sen1_paraphrase1,sen1_paraphrase2,sen1_task,sen2_origin_id,sentence2,sen2_paraphrase0,sen2_task
RTE2_dev.column_s2_316,"Washington is pressing Iraq 's leaders to end weeks of political deadlock and to form a new government as soon as possible , US officials say .","Washington is pressing Iraq's leaders to end the political deadlock for several weeks and to form a new government as soon as possible, US officials say.","Washington is pressing Iraq's leaders to end the weeks of political chaos and a new government as soon as possible, say U.S. officials.","Washington is pressing Iraqi leaders to end weeks of political frustration and to form a new government as soon as possible, according to officials.",SUM,RTE3_dev.column_s1_178,"Anglo / Dutch Royal Dutch Shell , Total , of France , and Spain 's Repsol were all named as examples of established oil companies involved in the oil-for-food programme before surcharges began in 2001 .",All were named as examples of established oil companies involved in the oil for food programme before the surcharges started in 2001.,IE
RTE2_dev.column_s2_357,Bush pushed the issue to federal courts .,Bush introduced the issue to the federal courts.,Bush called the issue before federal courts.,Bush pushed the issue before the federal courts.,SUM,RTE3_dev.column_s1_614,"`` The Herald is now pleased that Kennedy can vigorously pursue a re-examination of the Iraq war and how to extricate our nation from it . Speaking seriously , I 'll take this change of heart as a sobering indication that all of us , wherever we stand on the liberal-conservative continuum , are deeply concerned about the damaging impacts of the Iraq war and are looking for ways to work together to resolve it as soon as possible . ``","This change in heart will be taken seriously as a sobering indication that all of us are deeply concerned about the devastating effects of the Iraq war, wherever we stand on the liberal-conservative continuum, and are looking for ways to work together to resolve it as soon as possible.",SUM
RTE2_dev.column_s2_687,The Chinese New Year 's Day falls on the 1 st of February in 2003 .,"The Chinese New Year's Day falls on January 1, 2003.",The Chinese New Year's Day falls on 1 February 2003.,The Chinese New Year's Day falls on the 1st February 2003.,QA,RTE3_dev.column_s1_590,Jackson also found the company maintained its Windows monopoly by setting deals with computer makers to promote Microsoft products over those from rival software makers .,Jackson found also that the company maintained its Windows monopoly by negotiating deals with computer makers to promote Microsoft products above those of rival software manufacturers.,QA
RTE2_dev.column_s2_665,Yoko Ono is John Lennon 's widow .,Yoko Ono is John Lennon's widow.,John Lennon's widow Yoko Ono is Yoko Ono.,John Lennon's widow is Yoko Ono.,QA,RTE2_dev.column_s1_118,"Moog built his first electronic instrument - a theremin - at the age of 14 and made the MiniMoog , ' the first compact , easy-to-use synthesiser ' , in 1970 .","In 1970 Moog built his first electronic instrument - a Theremin - at the age of 14 and made the MiniMoog,'the first compact, easy to use synthesizer '.",SUM
RTE1_dev.column_s2_119,American accused of espionage,American is accused of American spying and accused of espionage.,American accused of espionage was accused of being accused of espionage.,American American accused of espionage and charged of espionage.,IR,RTE3_dev.column_s1_433,"TWA connects through New York en route to Frankfurt . Lufthansa , the German airline , flies direct daily from Los Angeles to Frankfurt , and the airline shares flights with Lauda Air , an Austrian carrier , on Wednesdays , Fridays and Sundays to fly directly to Munich . Another German airline , Ltu , also flies direct from Los Angeles to Dusseldorf and Munich on Mondays and Thursdays . Frankfurt is the hub for trips to most of the country ' s smaller cities .","TWA connects through New York to Frankfurt, Lufthansa, the German airline, flies daily from Los Angeles to Frankfurt and shares flights with Lauda Air, an Austrian carrier, on Wednesday, Friday, and Sunday, and another German airline, Ltu, flies directly from Los Angeles to Dusseldorf and Munich on Mondays and Thursdays. Frankfurt is the hub for trips to most of the country's smaller cities.",QA
RTE2_dev.column_s2_633,Yoko Ono is John Lennon 's widow .,John Lennon's widow is Yoko Ono.,John Lennon's widow Yoko Ono is Yoko Ono.,Yoko Ono is widow of John Lennon.,QA,RTE1_dev.column_s1_63,Iran will soon release eight British servicemen detained along with three vessels,"In Iran, eight British servicemen detained will soon be released together with three vessels.",IR
RTE2_dev.column_s2_27,Mike Tyson bit Holyfield 's ear in 1964 .,"In 1964, Mike Tyson broke Holyfield's ears.","Mike Tyson, in 1964, bit Holyfield's ear.",Mike Tyson hit Holyfield's ears in 1964.,QA,RTE2_dev.column_s1_758,Three Democrats joined the committee 's 10 majority Republicans in a 13-5 vote to advance the conservative judge 's nomination to the full Senate . Five Democrats opposed Roberts .,"Three Democratic Democrat joined the committee's 10 majority Republicans in a 13-5 vote to advance the conservative judge's nomination to the full Senate, five Democrats opposed Roberts.",SUM
RTE2_dev.column_s2_246,English is the primary language of the Philippines .,The Philippines is the primary language.,The Philippines'primary language is the.,The Philippines is the primary language of the country.,QA,RTE3_dev.column_s1_699,"NUCOR , the leading US steel mini-mill group is to greatly expand production capacity at a plant in Crawfordsville , Indiana which has shaken up the industry by its use of a radical , new technology .","NUCOR, the leading US steel mini mill group, is to dramatically expand production capacity at a plant in Crawfordsville, Indiana, which has shaken up the industry by using radical new technology.",SUM
RTE2_dev.column_s2_145,Mussolini 's mistress was Eva Braunn .,Mussolini's mistress was Eva Braunn.,Eva Braunn was Mussolini's mistress.,"Upon Mussolini's death, Eva Braunn was the mistress of Eva Braunn.",QA,RTE3_dev.column_s1_153,The south Indian flute had only seven finger holes till the 1970 s when the legendary T.R. Mahalingam introduced the eight holed variety .,"The south Indian flute had only seven finger holes until the 1970s, when legendary T.R. Mahalingam introduced the eight-holed variety.",IE
RTE2_dev.column_s2_109,"Hashemi Rafsanjani will face Tehran 's hard-line mayor in Iran 's first runoff presidential election ever , officials said Saturday .","Hashemi Rafsanjani will face Tehran's hard-line mayor in Iran's first presidential election, officials announced Saturday.","Hashemi Rafsanjani faces Tehran's hard-line mayor in the first presidential election in Iran, officials said Saturday.","Hashemi Rafsanjani will face Tehran's hard-line mayor in Iran's first presidential election, officials said Saturday.",SUM,RTE3_dev.column_s1_793,"`` The word in the galley food queues is that we could do with more men , and the kit does keep wearing out , but that 's due to the conditions here , '' said Corporal Martin Page ."," The word in the glitz is that we could do with more men, and the kit wears out, but that is due to the conditions here '', said Corporal Martin Page.",SUM
RTE2_dev.column_s2_38,Yoko Ono is John Lennon 's widow .,John Lennon's widow Yoko Ono is John Lennon's.,Yoko Ono is John Lennon's widow.,Yoko Ono John Lennon's widow is Yoko Ono.,QA,RTE3_dev.column_s1_256,"Ewald , now 74 , headed the East German Sports Federation from 1961 to 1988 . He was found guilty of making 142 East German sportswomen , mostly swimmers and athletes , take banned performance-enhancing drugs .","He was found guilty of producing 142 East German sportswomen, mostly swimmers and athletes, with banned performance-enhancing drugs, and underwent from 1961 to 1988 the East German Sports Federation.",IR
RTE2_dev.column_s2_288,Yoko Ono is John Lennon 's widow .,John Lennon's widow is Yoko Ono.,John Lennon's widow Yoko Ono is John Lennon's widow.,Yoko Ono is John Lennon's widow.,QA,RTE1_dev.column_s1_616,"This was , after all , Chuck Yeager , a guy with all the right stuff , the biggest top gun of them all , whose post-World War II exploits in the topsy-turvy world of supersonic air travel helped pave the way for space exploration .","After all, this was Chuck Yeager, a guy with all the right stuff, the largest top gun of all, whose post-World War II exploits helped pave the way for space exploration.",QA
